USUARIAS,SEGMENTO,CIUDAD,DEPARTAMENTO,PAIS,DISTRITO,ETAPA_BEBE
2,Bronce,PUERTO LOPEZ,META,COLOMBIA,LLANOS,aventurero
1,Plata,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
4,Oro,TAME,ARAUCA,COLOMBIA,LLANOS,explorador
1,Bronce,SAN VICENTE DE CHUCURI,SANTANDER,COLOMBIA,SANTANDERES,acostadito
5,Plata,SABANETA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Oro,CIENAGA,MAGDALENA,COLOMBIA,ATLANTICO,acostadito
1,Bronce,SUAN,ATLANTICO,COLOMBIA,ATLANTICO,explorador
3,Bronce,SANDONA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,SATIVANORTE,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
4,Plata,BARRANCABERMEJA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
2,Bronce,GIRON,SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Bronce,PACHO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
2,Plata,MALAMBO,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,PUERTO GUZMAN,PUTUMAYO,COLOMBIA,PACIFICO,explorador
1,Bronce,REPELON,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,VILLA DEL ROSARIO,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,embarazada
3,Oro,BOYACA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,LA ARGENTINA,HUILA,COLOMBIA,CENTRO,recien nacido
1,Oro,RIOHACHA,LA GUAJIRA,COLOMBIA,ATLANTICO,embarazada
1,Bronce,YOTOCO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
2,Bronce,INIRIDA,GUAINIA,COLOMBIA,OTRO,embarazada
1,Oro,SACHICA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
1,Oro,BOCHICA,BOLIVAR,COLOMBIA,ATLANTICO,aventurero
1,Oro,DUITAMA,BOYACA,COLOMBIA,CUNDI-BOY,36 o mayor
1,Oro,CIUDAD BOLIVAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Oro,SARDINATA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Oro,CICUCO,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
2,Oro,ESPINAL,TOLIMA,COLOMBIA,CENTRO,aventurero
3,Plata,NO DEFINIDA,N/A,COLOMBIA,,recien nacido
1,Bronce,AGUACHICA,CESAR,COLOMBIA,ATLANTICO,aventurero
1,Oro,EL ZULIA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Plata,MIRAFLORES,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,VISTAHERMOSA,META,COLOMBIA,LLANOS,aventurero
1,Bronce,CALAMAR,BOLIVAR,COLOMBIA,ATLANTICO,explorador
1,Plata,PUERTO LOPEZ,META,COLOMBIA,LLANOS,aventurero
1,Plata,LA BELLEZA,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,TAURAMENA,CASANARE,COLOMBIA,LLANOS,explorador
1,Oro,PUEBLOVIEJO,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
1,Bronce,SAN BERNARDO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,CUMBAL,NARI?O,COLOMBIA,PACIFICO,acostadito
1,Bronce,GINEBRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
2,Bronce,SAN PABLO,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
1,Plata,PONEDERA,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,MORALES,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Plata,AGUACHICA,CESAR,COLOMBIA,ATLANTICO,embarazada
1,Bronce,PUERTO CARRE?O,VICHADA,COLOMBIA,OTRO,acostadito
1,Oro,TABIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,SAN ANDRES DE SOTAVENTO,CORDOBA,COLOMBIA,ATLANTICO,embarazada
1,Plata,ALMIRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Plata,VENECIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
2,Bronce,RIOSUCIO,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
1,Plata,ACACIAS,META,COLOMBIA,LLANOS,embarazada
1,Plata,CALOTO,CAUCA,COLOMBIA,PACIFICO,recien nacido
2,Bronce,GIGANTE,HUILA,COLOMBIA,CENTRO,explorador
1,Plata,MERCADERES,CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,EL SANTUARIO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Bronce,SAMACA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Oro,PAEZ,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
2,Oro,TUBARA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Oro,ALEJANDRIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,MALLAMA,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Plata,AMAINE,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,REMEDIOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,NILO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,GIRALDO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
3,Plata,CONSACA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Plata,EL COLEGIO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,ANOLAIMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
2,Oro,ARMENIA,QUINDIO,COLOMBIA,EJE CAFETERO,embarazada
1,Oro,MONIQUIRA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Oro,COLOMBIA,HUILA,COLOMBIA,CENTRO,explorador
1,Plata,GUATAVITA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
2,Bronce,SUPIA,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
2,Oro,CAREPA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Plata,SAN VICENTE DEL CAGUAN,CAQUETA,COLOMBIA,LLANOS,acostadito
1,Oro,LENGUAZAQUE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,VALPARAISO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,CAJAMARCA,TOLIMA,COLOMBIA,CENTRO,acostadito
2,Bronce,PUEBLOVIEJO,MAGDALENA,COLOMBIA,ATLANTICO,recien nacido
2,Oro,BARBOSA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,PUERTO SANTANDER,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,embarazada
1,Bronce,BAGADO,CHOCO,COLOMBIA,ANTIOQUIA,recien nacido
3,Bronce,ANDES,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Plata,SAN JERONIMO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,TAME,ARAUCA,COLOMBIA,LLANOS,acostadito
1,Bronce,GUACARI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
1,Oro,ASTREA,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,CASTILLA LA NUEVA,META,COLOMBIA,LLANOS,recien nacido
1,Plata,SANTO DOMINGO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Oro,LANDAZURI,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Bronce,SAN JERONIMO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
2,Bronce,LA VIRGINIA,RISARALDA,COLOMBIA,EJE CAFETERO,recien nacido
1,Oro,ENTRERRIOS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Oro,GUAITARILLA,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Oro,LA FLORIDA,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Bronce,SOATA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
2,Bronce,JERICO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,TOPAGA,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,TURBACO,BOLIVAR,COLOMBIA,ATLANTICO,embarazada
1,Bronce,SOATA,BOYACA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,LINARES,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Oro,SANTO TOMAS,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Oro,CANDELARIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
1,Oro,PUERTO GAITAN,META,COLOMBIA,LLANOS,explorador
2,Oro,PUERTO COLOMBIA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
1,Plata,AGUACHICA,CESAR,COLOMBIA,ATLANTICO,aventurero
1,Plata,MONIQUIRA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
1,Oro,BELEN,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,CORINTO,CAUCA,COLOMBIA,PACIFICO,explorador
2,Plata,PUERTO BERRIO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Bronce,SEGOVIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Plata,SAN PEDRO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Plata,EL CARMEN DE BOLIVAR,BOLIVAR,COLOMBIA,ATLANTICO,aventurero
1,Plata,ENGATIVA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,MONTENEGRO,QUINDIO,COLOMBIA,EJE CAFETERO,explorador
1,Bronce,SAN CAYETANO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Bronce,DAGUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Oro,PIVIJAY,MAGDALENA,COLOMBIA,ATLANTICO,embarazada
1,Bronce,CALIMA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
1,Bronce,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA,PACIFICO,aventurero
1,Bronce,PATIA,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Plata,NARI?O,NARI?O,COLOMBIA,PACIFICO,acostadito
1,Oro,PUEBLOVIEJO,MAGDALENA,COLOMBIA,ATLANTICO,explorador
1,Oro,BUENAVISTA,SUCRE,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,YACUANQUER,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Bronce,CHARALA,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Plata,SILVIA,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,YACOPI,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Oro,CHIMICHAGUA,CESAR,COLOMBIA,ATLANTICO,embarazada
1,Bronce,GUADALUPE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Bronce,VILLETA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
1,Oro,CIUDAD BOLIVAR,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Plata,TASCO,BOYACA,COLOMBIA,CUNDI-BOY,recien nacido
1,Bronce,SUPIA,CALDAS,COLOMBIA,EJE CAFETERO,recien nacido
2,Oro,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,36 o mayor
1,Oro,SANTO DOMINGO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Plata,BELEN DE UMBRIA,RISARALDA,COLOMBIA,EJE CAFETERO,aventurero
1,Oro,MAGANGUE,BOLIVAR,COLOMBIA,ATLANTICO,embarazada
1,Plata,PRADERA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,EL CERRITO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
1,Bronce,FONTIBON,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Oro,AGRADO,HUILA,COLOMBIA,CENTRO,aventurero
1,Oro,ALGECIRAS,HUILA,COLOMBIA,CENTRO,explorador
2,Plata,SANTIAGO DE TOLU,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Oro,CONSACA,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,GUAYABETAL,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
1,Plata,PLANETA RICA,CORDOBA,COLOMBIA,ATLANTICO,explorador
1,Oro,BUENAVISTA,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Plata,PUERTO WILCHES,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Plata,RIOFRIO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Oro,SANTANDER DE QUILICHAO,CAUCA,COLOMBIA,PACIFICO,aventurero
1,Oro,PUERTO GUZMAN,PUTUMAYO,COLOMBIA,PACIFICO,explorador
1,Bronce,LA MACARENA,META,COLOMBIA,LLANOS,recien nacido
1,Oro,LOS ANDES,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,FUNES,NARI?O,COLOMBIA,PACIFICO,explorador
1,Oro,CABUYARO,META,COLOMBIA,LLANOS,explorador
1,Oro,SAN ONOFRE,SUCRE,COLOMBIA,ATLANTICO,recien nacido
2,Plata,SAN ANTONIO,TOLIMA,COLOMBIA,CENTRO,acostadito
1,Oro,PUERTO LLERAS,META,COLOMBIA,LLANOS,acostadito
1,Oro,SAN ANDRES DE SOTAVENTO,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Plata,SAN ANDRES DE TUMACO,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Oro,VENECIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
1,Bronce,GUARNE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
1,Plata,SUBACHOQUE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,PIVIJAY,MAGDALENA,COLOMBIA,ATLANTICO,aventurero
1,Bronce,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
1,Plata,TENJO,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,AGUADA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Plata,OCA?A,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,recien nacido
1,Bronce,CORDOBA,NARI?O,COLOMBIA,PACIFICO,recien nacido
1,Bronce,YARUMAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
1,Oro,BRICE?O,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
16,Oro,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
108,Plata,BARRANQUILLA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
143,Oro,SOLEDAD,ATLANTICO,COLOMBIA,ATLANTICO,explorador
8,Bronce,NO DEFINIDA,N/A,COLOMBIA,,aventurero
80,Oro,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
283,Oro,BARRANQUILLA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
17,Oro,APARTADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
89,Oro,RIONEGRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
18,Oro,CHIA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,aventurero
159,Oro,MANIZALES,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
3,Plata,COROZAL,SUCRE,COLOMBIA,ATLANTICO,acostadito
3,Plata,EL CERRITO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
7,Bronce,LA CEJA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
4,Oro,NEIVA,HUILA,COLOMBIA,CENTRO,embarazada
4,Oro,CANDELARIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
75,Oro,RIONEGRO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
31,Bronce,BELLO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
22,Oro,SOCORRO,SANTANDER,COLOMBIA,SANTANDERES,aventurero
28,Plata,POPAYAN,CAUCA,COLOMBIA,PACIFICO,aventurero
55,Oro,VALLEDUPAR,CESAR,COLOMBIA,ATLANTICO,aventurero
41,Oro,MEDELLIN,ANTIOQUIA,COLOMBIA,ANTIOQUIA,embarazada
3,Bronce,LA ESTRELLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
54,Oro,DOSQUEBRADAS,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
61,Plata,CUCUTA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
103,Oro,CALI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,recien nacido
354,Plata,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
59,Oro,MANIZALES,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
22,Oro,BARRANQUILLA,ATLANTICO,COLOMBIA,ATLANTICO,embarazada
90,Oro,DUITAMA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
4,Oro,BUESACO,NARI?O,COLOMBIA,PACIFICO,explorador
56,Plata,NEIVA,HUILA,COLOMBIA,CENTRO,explorador
60,Oro,PALMIRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
4,Plata,CAUCASIA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
62,Bronce,IBAGUE,TOLIMA,COLOMBIA,CENTRO,aventurero
211,Bronce,BARRANQUILLA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
2,Oro,CAJICA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
2,Oro,CIENAGA DE ORO,CORDOBA,COLOMBIA,ATLANTICO,aventurero
1,Oro,PARAMO,SANTANDER,COLOMBIA,SANTANDERES,aventurero
7,Plata,TULUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,aventurero
46,Bronce,MANIZALES,CALDAS,COLOMBIA,EJE CAFETERO,aventurero
6,Plata,GIRON,SANTANDER,COLOMBIA,SANTANDERES,aventurero
1,Bronce,LOS PATIOS,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,aventurero
2,Bronce,FLORIDA- BUCARAMANGA,SANTANDER,COLOMBIA,SANTANDERES,aventurero
18,Oro,EL CARMEN DE VIBORAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
14,Plata,FLORENCIA,CAQUETA,COLOMBIA,LLANOS,aventurero
3,Oro,BELEN DE UMBRIA,RISARALDA,COLOMBIA,EJE CAFETERO,aventurero
5,Oro,COTA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
2,Bronce,QUINCHIA,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
1,Oro,GALAPA,ATLANTICO,COLOMBIA,ATLANTICO,aventurero
29,Bronce,MONTERIA,CORDOBA,COLOMBIA,ATLANTICO,aventurero
14,Oro,MARINILLA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Bronce,SANTA MARIA,BOYACA,COLOMBIA,CUNDI-BOY,aventurero
35,Bronce,PALMIRA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
3,Oro,RIOHACHA,LA GUAJIRA,COLOMBIA,ATLANTICO,aventurero
3,Oro,SAN ANTONIO DE PRADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
18,Plata,FLORIDABLANCA,SANTANDER,COLOMBIA,SANTANDERES,explorador
19,Plata,SINCELEJO,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Oro,EL SOCORRO,SANTANDER,COLOMBIA,SANTANDERES,aventurero
60,Oro,SINCELEJO,SUCRE,COLOMBIA,ATLANTICO,explorador
2,Plata,PE?OL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
4,Bronce,HUILA,HUILA,COLOMBIA,CENTRO,aventurero
38,Oro,YOPAL,CASANARE,COLOMBIA,LLANOS,explorador
7,Oro,CHACHAGUI,NARI?O,COLOMBIA,PACIFICO,aventurero
1,Bronce,SAN CRISTOBAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,aventurero
1,Oro,SALDA?A,TOLIMA,COLOMBIA,CENTRO,explorador
1,Plata,SUAZA,HUILA,COLOMBIA,CENTRO,aventurero
35,Bronce,ITAGUI,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
34,Oro,ACACIAS,META,COLOMBIA,LLANOS,explorador
3,Oro,PUERTO BOYACA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
9,Plata,CIENAGA,MAGDALENA,COLOMBIA,ATLANTICO,explorador
26,Bronce,MOSQUERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
9,Bronce,TULUA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
318,Plata,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Plata,SARAVENA,ARAUCA,COLOMBIA,LLANOS,explorador
3,Plata,FUSAGASUGA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
38,Oro,POPAYAN,CAUCA,COLOMBIA,PACIFICO,acostadito
1,Bronce,SAN MARCOS,SUCRE,COLOMBIA,ATLANTICO,explorador
1,Bronce,SANTA MARIA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
1,Oro,VILLANUEVA,CASANARE,COLOMBIA,LLANOS,acostadito
2,Bronce,COGUA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
17,Oro,BUENAVENTURA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Bronce,ANSERMA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
47,Plata,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,embarazada
20,Oro,PIEDECUESTA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
2,Bronce,MARSELLA,RISARALDA,COLOMBIA,EJE CAFETERO,explorador
1,Oro,SAMACA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
2,Oro,OIBA,SANTANDER,COLOMBIA,SANTANDERES,recien nacido
56,Bronce,VILLAVICENCIO,META,COLOMBIA,LLANOS,acostadito
10,Bronce,RIOHACHA,LA GUAJIRA,COLOMBIA,ATLANTICO,explorador
3,Oro,PACORA,CALDAS,COLOMBIA,EJE CAFETERO,explorador
13,Oro,DOSQUEBRADAS,RISARALDA,COLOMBIA,EJE CAFETERO,acostadito
15,Oro,ENVIGADO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
4,Bronce,TURBACO,BOLIVAR,COLOMBIA,ATLANTICO,acostadito
1,Bronce,TRINIDAD,CASANARE,COLOMBIA,LLANOS,acostadito
1,Plata,SAN ONOFRE,SUCRE,COLOMBIA,ATLANTICO,explorador
3,Oro,GUARNE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
1,Plata,LA UNION,SUCRE,COLOMBIA,ATLANTICO,recien nacido
21,Bronce,MONTERIA,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
1,Oro,ROLDANILLO,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
47,Oro,NEIVA,HUILA,COLOMBIA,CENTRO,acostadito
1,Bronce,PUEBLO NUEVO,CORDOBA,COLOMBIA,ATLANTICO,recien nacido
4,Plata,PASTO,NARI?O,COLOMBIA,PACIFICO,embarazada
2,Plata,ARBELAEZ,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,explorador
6,Bronce,LA UNION,NARI?O,COLOMBIA,PACIFICO,explorador
2,Bronce,MELGAR,TOLIMA,COLOMBIA,CENTRO,acostadito
3,Plata,AIPE,HUILA,COLOMBIA,CENTRO,explorador
7,Plata,ARMENIA,QUINDIO,COLOMBIA,EJE CAFETERO,embarazada
5,Bronce,GALAPA,ATLANTICO,COLOMBIA,ATLANTICO,recien nacido
13,Bronce,CHIGORODO,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
9,Plata,VALLEDUPAR,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Bronce,ALBANIA,LA GUAJIRA,COLOMBIA,ATLANTICO,acostadito
2,Oro,SUBACHOQUE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
4,Bronce,GALAPA,ATLANTICO,COLOMBIA,ATLANTICO,explorador
8,Bronce,LA CEJA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
1,Plata,VILLAMARIA,CALDAS,COLOMBIA,EJE CAFETERO,acostadito
2,Bronce,PAMPLONA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,explorador
24,Plata,NEIVA,HUILA,COLOMBIA,CENTRO,acostadito
23,Plata,POPAYAN,CAUCA,COLOMBIA,PACIFICO,recien nacido
11,Bronce,PEREIRA,RISARALDA,COLOMBIA,EJE CAFETERO,embarazada
1,Plata,PLANADAS,TOLIMA,COLOMBIA,CENTRO,explorador
2,Bronce,ABEJORRAL,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
9,Bronce,DOSQUEBRADAS,RISARALDA,COLOMBIA,EJE CAFETERO,embarazada
4,Bronce,SONSON,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
15,Bronce,SOLEDAD,ATLANTICO,COLOMBIA,ATLANTICO,embarazada
4,Plata,VILLA DE SAN DIEGO DE UBATE,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
2,Oro,LOS SANTOS,SANTANDER,COLOMBIA,SANTANDERES,explorador
1,Oro,SASAIMA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,recien nacido
18,Bronce,IPIALES,NARI?O,COLOMBIA,PACIFICO,acostadito
4,Oro,MAGANGUE,BOLIVAR,COLOMBIA,ATLANTICO,recien nacido
5,Bronce,GUARNE,ANTIOQUIA,COLOMBIA,ANTIOQUIA,explorador
4,Bronce,LA UNION,VALLE DEL CAUCA,COLOMBIA,PACIFICO,explorador
1,Plata,SAN JOAQUIN,SANTANDER,COLOMBIA,SANTANDERES,explorador
5,Oro,NOBSA,BOYACA,COLOMBIA,CUNDI-BOY,explorador
10,Oro,CALDAS,ANTIOQUIA,COLOMBIA,ANTIOQUIA,recien nacido
5,Bronce,CANDELARIA,VALLE DEL CAUCA,COLOMBIA,PACIFICO,acostadito
2,Bronce,MONTENEGRO,QUINDIO,COLOMBIA,EJE CAFETERO,acostadito
2,Plata,LERIDA,TOLIMA,COLOMBIA,CENTRO,explorador
23,Oro,VALLEDUPAR,CESAR,COLOMBIA,ATLANTICO,recien nacido
1,Plata,CAUCA,CAUCA,COLOMBIA,PACIFICO,embarazada
1,Bronce,SANTA ROSA,BOLIVAR,COLOMBIA,ATLANTICO,acostadito
41,Bronce,CALI,VALLE DEL CAUCA,COLOMBIA,PACIFICO,embarazada
16,Bronce,MOSQUERA,CUNDINAMARCA,COLOMBIA,CUNDI-BOY,acostadito
1,Bronce,LA ESPERANZA,NORTE DE SANTANDER,COLOMBIA,SANTANDERES,acostadito
2,Oro,CAREPA,ANTIOQUIA,COLOMBIA,ANTIOQUIA,acostadito
