ID,CIUDAD,DEPARTAMENTO,PAIS,FECHA_PRIMER_CONTACTO,DISTRITO,ETAPA_BEBE,HIJOS
6050637,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-04-17,ANTIOQUIA,36 o mayor,1
6028768,SAN DIEGO,CESAR,COLOMBIA,2018-05-08,ATLANTICO,explorador,1
5934835,POPAYAN,CAUCA,COLOMBIA,2017-11-17,PACIFICO,aventurero,1
5393252,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-11-29,CUNDI-BOY,aventurero,1
5998407,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-01-24,CUNDI-BOY,N/A,0
5980087,MOCOA,PUTUMAYO,COLOMBIA,2017-10-23,PACIFICO,aventurero,1
6046129,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-04-13,ANTIOQUIA,N/A,0
5714133,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-12-21,ANTIOQUIA,aventurero,1
5822734,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-09-03,ANTIOQUIA,acostadito,1
6000095,DOSQUEBRADAS,RISARALDA,COLOMBIA,2018-04-30,EJE CAFETERO,explorador,1
6133138,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-10-08,ANTIOQUIA,N/A,0
6162180,BELLO,ANTIOQUIA,COLOMBIA,2019-03-28,ANTIOQUIA,recien nacido,1
6136298,PEREIRA,RISARALDA,COLOMBIA,2017-07-17,EJE CAFETERO,N/A,0
6184341,SANTA ROSA DE CABAL,RISARALDA,COLOMBIA,2018-04-20,EJE CAFETERO,explorador,1
6103131,SOACHA,CUNDINAMARCA,COLOMBIA,2019-04-08,CUNDI-BOY,aventurero,1
6177964,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-10-04,ATLANTICO,aventurero,1
6065496,CARTAGO,VALLE DEL CAUCA,COLOMBIA,2017-04-20,PACIFICO,N/A,0
6182566,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-02-21,ANTIOQUIA,explorador,1
5840614,MANIZALES,CALDAS,COLOMBIA,2017-05-12,EJE CAFETERO,aventurero,1
6102730,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-07-16,ANTIOQUIA,explorador,1
6101370,CALI,VALLE DEL CAUCA,COLOMBIA,2017-10-26,PACIFICO,36 o mayor,1
5392732,BUCARAMANGA,SANTANDER,COLOMBIA,2017-05-15,SANTANDERES,aventurero,1
6145666,CUCUTA,NORTE DE SANTANDER,COLOMBIA,2019-02-20,SANTANDERES,explorador,1
6107221,TULUA,VALLE DEL CAUCA,COLOMBIA,2018-07-20,PACIFICO,explorador,1
6163023,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-08-23,ATLANTICO,aventurero,1
6147464,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-02,CUNDI-BOY,aventurero,1
6110790,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-06-13,ATLANTICO,N/A,0
6196465,IBAGUE,TOLIMA,COLOMBIA,2019-09-24,CENTRO,recien nacido,1
6114379,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-01-23,CUNDI-BOY,explorador,1
6153907,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-09,CUNDI-BOY,N/A,0
6256463,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-01-05,ATLANTICO,36 o mayor,1
6154989,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-08-10,ATLANTICO,N/A,0
6158910,SAN ALBERTO,CESAR,COLOMBIA,2019-02-24,ATLANTICO,acostadito,1
6163298,COPACABANA,ANTIOQUIA,COLOMBIA,2019-04-29,ANTIOQUIA,explorador,1
6157979,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-14,CUNDI-BOY,N/A,0
6164130,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-02-07,CUNDI-BOY,explorador,1
6146930,ENVIGADO,ANTIOQUIA,COLOMBIA,2017-07-31,ANTIOQUIA,36 o mayor,1
6146343,TULUA,VALLE DEL CAUCA,COLOMBIA,2019-06-20,PACIFICO,aventurero,1
6084197,CALI,VALLE DEL CAUCA,COLOMBIA,2017-05-11,PACIFICO,N/A,0
6177464,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-10-04,ATLANTICO,aventurero,1
6113989,SOLEDAD,ATLANTICO,COLOMBIA,2019-04-13,ATLANTICO,N/A,0
6088948,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2017-05-17,PACIFICO,N/A,0
6019055,BARRANQUILLA,ATLANTICO,COLOMBIA,2019-02-15,ATLANTICO,explorador,1
6122150,NEIVA,HUILA,COLOMBIA,2018-05-25,CENTRO,aventurero,1
6139791,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-25,CUNDI-BOY,aventurero,1
5456432,CALI,VALLE DEL CAUCA,COLOMBIA,2017-05-02,PACIFICO,aventurero,1
6125450,PEREIRA,RISARALDA,COLOMBIA,2018-03-07,EJE CAFETERO,explorador,1
6106419,BELLO,ANTIOQUIA,COLOMBIA,2017-06-07,ANTIOQUIA,N/A,0
5711993,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-18,ANTIOQUIA,N/A,0
6192702,PEREIRA,RISARALDA,COLOMBIA,2017-09-26,EJE CAFETERO,36 o mayor,1
6101648,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-15,CUNDI-BOY,aventurero,1
6169143,MARINILLA,ANTIOQUIA,COLOMBIA,2017-08-31,ANTIOQUIA,aventurero,1
6202104,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-05-24,CUNDI-BOY,explorador,1
6132116,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2017-07-11,PACIFICO,N/A,0
6188545,AMALFI,ANTIOQUIA,COLOMBIA,2017-09-18,ANTIOQUIA,N/A,0
6189505,VILLAVICENCIO,META,COLOMBIA,2017-09-20,LLANOS,36 o mayor,1
6166823,CALI,VALLE DEL CAUCA,COLOMBIA,2018-04-13,PACIFICO,aventurero,1
6136349,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-07-17,ATLANTICO,N/A,0
5588152,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2017-01-23,PACIFICO,aventurero,1
5959554,CALI,VALLE DEL CAUCA,COLOMBIA,2017-06-07,PACIFICO,N/A,0
6171157,HUILA,HUILA,COLOMBIA,2017-09-01,CENTRO,N/A,0
6417466,CIENAGA,MAGDALENA,COLOMBIA,2018-12-22,ATLANTICO,recien nacido,1
6177637,SINCELEJO,SUCRE,COLOMBIA,2018-05-16,ATLANTICO,explorador,1
6080815,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-08,CUNDI-BOY,N/A,0
6162148,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-07-15,CUNDI-BOY,explorador,1
6152777,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-10-23,CUNDI-BOY,embarazada,1
6194939,ARMENIA,QUINDIO,COLOMBIA,2018-10-25,EJE CAFETERO,explorador,1
6189191,SABANETA,ANTIOQUIA,COLOMBIA,2019-09-13,ANTIOQUIA,explorador,1
6176041,SANTA ROSA DE CABAL,RISARALDA,COLOMBIA,2018-11-27,EJE CAFETERO,explorador,1
6173400,VALLEDUPAR,CESAR,COLOMBIA,2019-02-26,ATLANTICO,explorador,1
6202666,SOACHA,CUNDINAMARCA,COLOMBIA,2017-10-19,CUNDI-BOY,aventurero,1
6055315,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-07-15,CUNDI-BOY,aventurero,1
6197242,SAN ANDRES DE TUMACO,NARI?O,COLOMBIA,2019-04-22,PACIFICO,explorador,1
6193581,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-10-09,CUNDI-BOY,explorador,1
6155191,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-08-10,ANTIOQUIA,aventurero,1
6065835,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,2018-12-20,ATLANTICO,acostadito,1
6051255,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-04-03,ANTIOQUIA,N/A,0
6168563,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-04-24,ANTIOQUIA,explorador,1
6197204,SOACHA,CUNDINAMARCA,COLOMBIA,2019-07-31,CUNDI-BOY,explorador,1
6113248,LA DORADA,CALDAS,COLOMBIA,2017-06-16,EJE CAFETERO,N/A,0
6073436,FLORIDABLANCA,SANTANDER,COLOMBIA,2018-04-02,SANTANDERES,aventurero,1
6164050,YUMBO,VALLE DEL CAUCA,COLOMBIA,2018-08-08,PACIFICO,N/A,0
6143078,CALDAS,ANTIOQUIA,COLOMBIA,2017-07-26,ANTIOQUIA,N/A,0
6169881,VIJES,VALLE DEL CAUCA,COLOMBIA,2017-08-30,PACIFICO,N/A,0
6195318,SOLEDAD,ATLANTICO,COLOMBIA,2019-04-09,ATLANTICO,N/A,0
6203119,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-10-27,ATLANTICO,aventurero,1
5747713,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-03-11,CUNDI-BOY,N/A,0
6235403,IBAGUE,TOLIMA,COLOMBIA,2017-11-20,CENTRO,N/A,0
5924434,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-06-27,ATLANTICO,aventurero,1
6016234,BUCARAMANGA,SANTANDER,COLOMBIA,2017-02-20,SANTANDERES,N/A,0
6184157,IBAGUE,TOLIMA,COLOMBIA,2017-09-12,CENTRO,N/A,0
6173079,SAN SEBASTIAN DE MARIQUITA,TOLIMA,COLOMBIA,2017-10-01,CENTRO,explorador,1
6212001,YUMBO,VALLE DEL CAUCA,COLOMBIA,2019-09-28,PACIFICO,recien nacido,1
5613152,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-01-07,ANTIOQUIA,recien nacido,1
6263343,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-02-10,CUNDI-BOY,acostadito,1
6094555,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-09-22,CUNDI-BOY,aventurero,1
6098807,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-02-25,ANTIOQUIA,aventurero,1
5524512,BARANOA-ATLANTICO,ATLANTICO,COLOMBIA,2017-03-16,ATLANTICO,aventurero,1
6108327,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-06-28,ATLANTICO,36 o mayor,1
6240370,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-11-27,CUNDI-BOY,N/A,0
6181519,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-05-20,CUNDI-BOY,explorador,1
6223483,SANTA MARTA,MAGDALENA,COLOMBIA,2017-10-31,ATLANTICO,N/A,0
6219565,BARRANQUILLA,ATLANTICO,COLOMBIA,2019-05-30,ATLANTICO,explorador,1
6199180,ENVIGADO,ANTIOQUIA,COLOMBIA,2017-10-02,ANTIOQUIA,aventurero,1
6131168,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-07-10,CUNDI-BOY,N/A,0
6316185,PASTO,NARI?O,COLOMBIA,2018-12-11,PACIFICO,aventurero,1
5599652,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-04-08,CUNDI-BOY,explorador,1
6069335,ITAGUI,ANTIOQUIA,COLOMBIA,2018-04-03,ANTIOQUIA,explorador,1
6227364,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-11-23,CUNDI-BOY,36 o mayor,1
6177859,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-10-30,ATLANTICO,aventurero,1
6224883,SAN JUAN NEPOMUCENO,BOLIVAR,COLOMBIA,2017-11-02,ATLANTICO,N/A,0
6246284,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-12-13,CUNDI-BOY,N/A,0
6205449,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-04-25,CUNDI-BOY,explorador,1
6159408,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-02-19,CUNDI-BOY,aventurero,1
6213449,VALLEDUPAR,CESAR,COLOMBIA,2017-10-19,ATLANTICO,N/A,0
6224161,MOSQUERA,CUNDINAMARCA,COLOMBIA,2018-07-26,CUNDI-BOY,aventurero,1
6312761,LETICIA,AMAZONAS,COLOMBIA,2018-06-09,OTRO,N/A,0
5655772,PEREIRA,RISARALDA,COLOMBIA,2019-04-16,EJE CAFETERO,aventurero,1
6390644,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-03-05,CUNDI-BOY,N/A,0
6320882,TULUA,VALLE DEL CAUCA,COLOMBIA,2018-03-09,PACIFICO,explorador,1
6360803,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-09-23,CUNDI-BOY,recien nacido,1
6206037,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2019-06-26,ATLANTICO,explorador,1
6243249,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-12-05,ATLANTICO,N/A,0
6233569,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-11-16,ATLANTICO,N/A,0
6117247,MONTERIA,CORDOBA,COLOMBIA,2017-06-21,ATLANTICO,aventurero,1
6222491,TULUA,VALLE DEL CAUCA,COLOMBIA,2018-06-25,PACIFICO,explorador,1
6228251,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-04-28,CUNDI-BOY,embarazada,1
6241261,CHINACOTA,NORTE DE SANTANDER,COLOMBIA,2018-12-03,SANTANDERES,explorador,1
6197929,ARMENIA,QUINDIO,COLOMBIA,2018-02-06,EJE CAFETERO,explorador,1
6197049,COTA,CUNDINAMARCA,COLOMBIA,2018-09-13,CUNDI-BOY,explorador,1
5798213,BARRANQUILLA,ATLANTICO,COLOMBIA,2019-05-30,ATLANTICO,acostadito,1
6172737,CALI,VALLE DEL CAUCA,COLOMBIA,2019-06-19,PACIFICO,embarazada,1
6240803,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-11-28,ATLANTICO,N/A,0
6200898,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-10-02,CUNDI-BOY,N/A,0
6186779,CALI,VALLE DEL CAUCA,COLOMBIA,2017-09-15,PACIFICO,N/A,0
6254024,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-07-17,ATLANTICO,aventurero,1
6218610,IBAGUE,TOLIMA,COLOMBIA,2019-08-14,CENTRO,acostadito,1
6256266,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-10-03,ATLANTICO,36 o mayor,1
6175788,FLORIDA- BUCARAMANGA,SANTANDER,COLOMBIA,2018-11-04,SANTANDERES,aventurero,1
6203149,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-10-05,ATLANTICO,aventurero,1
6202189,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-02-16,CUNDI-BOY,aventurero,1
5800833,BELLO,ANTIOQUIA,COLOMBIA,2017-03-31,ANTIOQUIA,N/A,0
6187816,SAN ANDRES DE TUMACO,NARI?O,COLOMBIA,2019-09-22,PACIFICO,recien nacido,1
6096734,CALI,VALLE DEL CAUCA,COLOMBIA,2017-05-27,PACIFICO,aventurero,1
6158216,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-08-14,ANTIOQUIA,N/A,0
6264859,MEDINA,CUNDINAMARCA,COLOMBIA,2018-01-12,CUNDI-BOY,N/A,0
6257702,POPAYAN,CAUCA,COLOMBIA,2018-01-05,PACIFICO,N/A,0
6260995,CALI,VALLE DEL CAUCA,COLOMBIA,2018-01-09,PACIFICO,N/A,0
6228139,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-11-07,CUNDI-BOY,N/A,0
6186269,PITALITO,HUILA,COLOMBIA,2017-09-14,CENTRO,N/A,0
6213789,PEREIRA,RISARALDA,COLOMBIA,2018-08-27,EJE CAFETERO,explorador,1
6242190,VILLAVICENCIO,META,COLOMBIA,2018-03-29,LLANOS,aventurero,1
5649312,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-12-26,ANTIOQUIA,explorador,1
5647432,BECERRIL,CESAR,COLOMBIA,2017-06-11,ATLANTICO,aventurero,1
5806153,CALI,VALLE DEL CAUCA,COLOMBIA,2017-09-23,PACIFICO,aventurero,1
6208118,GARZON,HUILA,COLOMBIA,2017-10-12,CENTRO,N/A,0
6338662,MOMIL,CORDOBA,COLOMBIA,2019-04-03,ATLANTICO,recien nacido,1
6320101,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-02-05,ANTIOQUIA,N/A,0
6242048,CALI,VALLE DEL CAUCA,COLOMBIA,2017-12-01,PACIFICO,N/A,0
6414698,DOSQUEBRADAS,RISARALDA,COLOMBIA,2018-10-09,EJE CAFETERO,N/A,0
6277059,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-15,CUNDI-BOY,N/A,0
6417021,PUERTO GAITAN,META,COLOMBIA,2018-04-09,LLANOS,N/A,0
6423781,PASTO,NARI?O,COLOMBIA,2018-11-28,PACIFICO,explorador,1
6257108,COPACABANA,ANTIOQUIA,COLOMBIA,2018-08-31,ANTIOQUIA,explorador,1
6477185,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-08-03,ATLANTICO,N/A,0
6166867,GUATAPE,ANTIOQUIA,COLOMBIA,2019-01-10,ANTIOQUIA,explorador,1
6168267,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-08-28,CUNDI-BOY,N/A,0
5832613,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-10-11,ANTIOQUIA,N/A,0
5834053,MONTERIA,CORDOBA,COLOMBIA,2019-05-10,ATLANTICO,explorador,1
6191348,NO DEFINIDA,N/A,COLOMBIA,2018-11-04,,explorador,1
6211789,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-10-17,ANTIOQUIA,N/A,0
5854233,CUCUTA,NORTE DE SANTANDER,COLOMBIA,2017-12-30,SANTANDERES,aventurero,1
6465423,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-12-05,ATLANTICO,36 o mayor,1
5670672,CALI,VALLE DEL CAUCA,COLOMBIA,2018-09-13,PACIFICO,explorador,1
6440206,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2019-09-19,ATLANTICO,embarazada,1
6194716,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-08-15,ANTIOQUIA,N/A,0
6229808,CUCUTA,NORTE DE SANTANDER,COLOMBIA,2017-11-10,SANTANDERES,aventurero,1
6441604,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-07-20,CUNDI-BOY,recien nacido,1
6201556,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-11-16,CUNDI-BOY,aventurero,1
6295719,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-11-23,ANTIOQUIA,explorador,1
6323121,PASTO,NARI?O,COLOMBIA,2019-07-05,PACIFICO,explorador,1
6248108,PASTO,NARI?O,COLOMBIA,2019-01-24,PACIFICO,acostadito,1
6449825,CALI,VALLE DEL CAUCA,COLOMBIA,2018-06-05,PACIFICO,N/A,0
6254389,SONSON,ANTIOQUIA,COLOMBIA,2018-09-25,ANTIOQUIA,N/A,0
6415511,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-04-19,ATLANTICO,36 o mayor,1
6235269,BARRANQUILLA,ATLANTICO,COLOMBIA,2017-11-20,ATLANTICO,N/A,0
6407023,AMAINE,VALLE DEL CAUCA,COLOMBIA,2018-03-21,PACIFICO,N/A,0
6419422,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-04-13,ANTIOQUIA,36 o mayor,1
6448946,CALI,VALLE DEL CAUCA,COLOMBIA,2018-06-02,PACIFICO,aventurero,1
6467129,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-04-30,CUNDI-BOY,N/A,0
6442758,IPIALES,NARI?O,COLOMBIA,2018-09-21,PACIFICO,aventurero,1
5722712,SOACHA,CUNDINAMARCA,COLOMBIA,2018-10-08,CUNDI-BOY,N/A,0
6202035,PIEDECUESTA,SANTANDER,COLOMBIA,2017-11-29,SANTANDERES,aventurero,1
6443964,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-06-19,ANTIOQUIA,N/A,0
6447959,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-05-31,ANTIOQUIA,N/A,0
5900153,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-05-30,ATLANTICO,aventurero,1
6256758,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2019-09-08,PACIFICO,N/A,0
6293439,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-18,CUNDI-BOY,N/A,0
6360040,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-02-23,ATLANTICO,N/A,0
5707012,FLORENCIA,CAQUETA,COLOMBIA,2019-05-27,LLANOS,explorador,1
5703812,NEIVA,HUILA,COLOMBIA,2017-06-08,CENTRO,aventurero,1
5704252,TULUA,VALLE DEL CAUCA,COLOMBIA,2019-04-03,PACIFICO,N/A,0
6263717,BUCARAMANGA,SANTANDER,COLOMBIA,2019-03-30,SANTANDERES,recien nacido,1
6172455,SAN BERNARDO,NARI?O,COLOMBIA,2018-03-13,PACIFICO,embarazada,1
6428405,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2018-06-08,ATLANTICO,explorador,1
6414201,ENVIGADO,ANTIOQUIA,COLOMBIA,2018-04-04,ANTIOQUIA,N/A,0
6062954,PALMIRA,VALLE DEL CAUCA,COLOMBIA,2017-04-17,PACIFICO,N/A,0
6429351,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-05-19,CUNDI-BOY,embarazada,1
6181235,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-02-19,CUNDI-BOY,acostadito,1
5712192,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-04-10,ANTIOQUIA,N/A,0
6092474,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-05-22,ANTIOQUIA,N/A,0
6090434,FUSAGASUGA,CUNDINAMARCA,COLOMBIA,2017-11-05,CUNDI-BOY,aventurero,1
6253837,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-11-03,CUNDI-BOY,explorador,1
6002753,DAGUA,VALLE DEL CAUCA,COLOMBIA,2019-05-16,PACIFICO,acostadito,1
6479538,PEREIRA,RISARALDA,COLOMBIA,2018-08-08,EJE CAFETERO,N/A,0
6442020,SABANALARGA,ATLANTICO,COLOMBIA,2018-05-22,ATLANTICO,N/A,0
6316395,SAN JUAN DEL CESAR,LA GUAJIRA,COLOMBIA,2019-04-17,ATLANTICO,N/A,0
6448891,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-06-02,ANTIOQUIA,explorador,1
5727252,IBAGUE,TOLIMA,COLOMBIA,2019-01-24,CENTRO,acostadito,1
5964693,TURBACO,BOLIVAR,COLOMBIA,2018-11-24,ATLANTICO,explorador,1
5915133,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-11-29,CUNDI-BOY,explorador,1
6474725,OCA?A,NORTE DE SANTANDER,COLOMBIA,2018-10-10,SANTANDERES,recien nacido,1
6449804,PRADERA,VALLE DEL CAUCA,COLOMBIA,2018-06-05,PACIFICO,explorador,1
6227807,PAMPLONA,NORTE DE SANTANDER,COLOMBIA,2019-01-02,SANTANDERES,explorador,1
6318347,MELGAR,TOLIMA,COLOMBIA,2019-02-06,CENTRO,explorador,1
6376108,SOLEDAD,ATLANTICO,COLOMBIA,2018-09-13,ATLANTICO,explorador,1
6200175,BARRANCABERMEJA,SANTANDER,COLOMBIA,2019-03-22,SANTANDERES,recien nacido,1
6402777,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-04-02,ANTIOQUIA,explorador,1
6188815,DUITAMA,BOYACA,COLOMBIA,2019-10-17,CUNDI-BOY,36 o mayor,1
6315016,CALI,VALLE DEL CAUCA,COLOMBIA,2018-01-24,PACIFICO,N/A,0
6317336,PE?OL,ANTIOQUIA,COLOMBIA,2018-01-29,ANTIOQUIA,N/A,0
6321136,PIEDECUESTA,SANTANDER,COLOMBIA,2019-03-23,SANTANDERES,acostadito,1
6444060,BARRANQUILLA,ATLANTICO,COLOMBIA,2018-05-25,ATLANTICO,N/A,0
6433061,SOLEDAD,ATLANTICO,COLOMBIA,2018-10-25,ATLANTICO,explorador,1
6434101,MARINILLA,ANTIOQUIA,COLOMBIA,2018-05-08,ANTIOQUIA,N/A,0
6213375,AGUACHICA,CESAR,COLOMBIA,2017-11-22,ATLANTICO,36 o mayor,1
6477410,SANTA SOFIA,BOYACA,COLOMBIA,2018-08-07,CUNDI-BOY,explorador,1
6477342,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-08-03,CUNDI-BOY,aventurero,1
6465010,SINCELEJO,SUCRE,COLOMBIA,2019-07-19,ATLANTICO,N/A,0
6463202,CALARCA,QUINDIO,COLOMBIA,2018-10-30,EJE CAFETERO,explorador,1
6075493,CARTAGENA DE INDIAS,BOLIVAR,COLOMBIA,2017-05-15,ATLANTICO,aventurero,1
6444655,MEDELLIN,ANTIOQUIA,COLOMBIA,2018-08-06,ANTIOQUIA,N/A,0
6065353,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-05-10,CUNDI-BOY,aventurero,1
6190274,MONTERIA,CORDOBA,COLOMBIA,2017-09-21,ATLANTICO,N/A,0
6189994,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-08-05,ANTIOQUIA,recien nacido,1
6382007,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-11-15,CUNDI-BOY,N/A,0
6446157,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-02-05,ANTIOQUIA,aventurero,1
6354559,MEDELLIN,ANTIOQUIA,COLOMBIA,2019-02-01,ANTIOQUIA,explorador,1
6479786,FLORIDABLANCA,SANTANDER,COLOMBIA,2018-10-31,SANTANDERES,explorador,1
6484026,SOLEDAD,ATLANTICO,COLOMBIA,2019-04-20,ATLANTICO,acostadito,1
6420840,BOSA,BOYACA,COLOMBIA,2018-09-14,CUNDI-BOY,aventurero,1
6378959,CALI,VALLE DEL CAUCA,COLOMBIA,2018-03-01,PACIFICO,N/A,0
6468885,MANIZALES,CALDAS,COLOMBIA,2018-07-16,EJE CAFETERO,N/A,0
6422928,FLORIDABLANCA,SANTANDER,COLOMBIA,2019-04-26,SANTANDERES,acostadito,1
6015133,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2017-06-14,CUNDI-BOY,aventurero,1
6482290,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2019-03-21,CUNDI-BOY,explorador,1
6133434,BOGOTA D.C.,CUNDINAMARCA,COLOMBIA,2018-01-23,CUNDI-BOY,36 o mayor,1
6138674,ARMENIA,QUINDIO,COLOMBIA,2019-03-20,EJE CAFETERO,explorador,1
6461355,SUBA,CUNDINAMARCA,COLOMBIA,2019-07-03,CUNDI-BOY,recien nacido,1
6414196,QUIMBAYA,QUINDIO,COLOMBIA,2018-04-04,EJE CAFETERO,N/A,0
6240155,MEDELLIN,ANTIOQUIA,COLOMBIA,2017-11-27,ANTIOQUIA,N/A,0
6455558,YOPAL,CASANARE,COLOMBIA,2018-06-28,LLANOS,explorador,1
6244127,NEIVA,HUILA,COLOMBIA,2019-10-10,CENTRO,embarazada,1
6318087,BARRANQUILLA,ATLANTICO,COLOMBIA,2019-05-10,ATLANTICO,acostadito,1
6429448,ARMENIA,QUINDIO,COLOMBIA,2018-04-30,EJE CAFETERO,N/A,0
6177254,MELGAR,TOLIMA,COLOMBIA,2019-05-15,CENTRO,explorador,1
6376319,VALLEDUPAR,CESAR,COLOMBIA,2018-02-27,ATLANTICO,N/A,0
